,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures_mat,schoolsup,famsup,paid_mat,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences_mat,G1_mat,G2_mat,G3_mat,failures_por,paid_por,absences_por,G1_por,G2_por,G3_por
296,MS,F,17,R,LE3,A,2,1,services,other,reputation,mother,2,2,,no,no,,yes,yes,yes,yes,yes,5,3,3,1,2,2,,,,,0.0,no,5.0,11.0,11.0,12.0
297,MS,F,18,U,LE3,A,1,1,at_home,services,course,mother,1,2,,no,no,,no,yes,yes,no,yes,5,2,3,1,2,3,,,,,0.0,no,2.0,8.0,10.0,11.0
298,MS,F,18,U,GT3,T,1,2,at_home,at_home,course,father,2,2,,no,yes,,no,yes,no,no,no,4,1,1,1,1,4,,,,,0.0,no,0.0,11.0,11.0,12.0
299,MS,F,19,R,GT3,A,1,1,at_home,at_home,course,other,2,2,,no,yes,,yes,yes,no,no,yes,3,5,4,1,4,1,,,,,3.0,no,0.0,8.0,0.0,0.0
300,MS,F,18,R,GT3,T,2,2,services,other,home,mother,2,3,,no,no,,no,yes,yes,yes,yes,4,2,1,1,1,4,,,,,0.0,no,5.0,14.0,14.0,15.0
301,MS,F,18,R,LE3,A,1,2,at_home,other,course,mother,3,2,,no,no,,no,yes,yes,no,yes,4,3,4,1,4,5,,,,,0.0,no,0.0,16.0,15.0,15.0
302,MS,F,19,R,GT3,T,1,1,at_home,other,course,other,2,2,,no,yes,,no,yes,yes,yes,yes,4,3,3,1,1,3,,,,,1.0,no,4.0,7.0,8.0,9.0
303,MS,F,17,U,GT3,T,4,3,teacher,other,other,mother,2,2,,no,no,,no,yes,yes,yes,no,5,5,4,1,1,1,,,,,0.0,no,0.0,6.0,9.0,11.0
304,GP,F,18,U,GT3,A,4,4,at_home,teacher,course,mother,2,2,0.0,yes,no,no,no,yes,yes,no,no,4,3,4,1,1,3,6.0,5.0,6.0,6.0,0.0,no,4.0,0.0,11.0,11.0
305,GP,F,17,U,GT3,T,1,1,at_home,other,course,father,1,2,0.0,no,yes,no,no,no,yes,yes,no,5,3,3,1,1,3,4.0,5.0,5.0,6.0,0.0,no,2.0,9.0,11.0,11.0
306,GP,F,15,U,LE3,T,1,1,at_home,other,other,mother,1,2,3.0,yes,no,yes,no,yes,yes,yes,no,4,3,2,2,3,3,10.0,7.0,8.0,10.0,0.0,no,6.0,12.0,13.0,12.0
307,GP,F,15,U,GT3,T,4,2,health,services,home,mother,1,3,0.0,no,yes,yes,yes,yes,yes,yes,yes,3,2,2,1,1,5,2.0,15.0,14.0,15.0,0.0,no,0.0,14.0,14.0,14.0
308,GP,F,16,U,GT3,T,3,3,other,other,home,father,1,2,0.0,no,yes,yes,no,yes,yes,no,no,4,3,2,1,2,5,4.0,6.0,10.0,10.0,0.0,no,0.0,11.0,13.0,13.0
309,GP,M,16,U,LE3,T,4,3,services,other,reputation,mother,1,2,0.0,no,yes,yes,yes,yes,yes,yes,no,5,4,2,1,2,5,10.0,15.0,15.0,15.0,0.0,no,6.0,12.0,12.0,13.0
310,GP,M,16,U,LE3,T,2,2,other,other,home,mother,1,2,0.0,no,no,no,no,yes,yes,yes,no,4,4,4,1,1,3,0.0,12.0,12.0,11.0,0.0,no,0.0,13.0,12.0,13.0
311,GP,F,17,U,GT3,A,4,4,other,teacher,home,mother,2,2,0.0,yes,yes,no,no,yes,yes,no,no,4,1,4,1,1,1,6.0,6.0,5.0,6.0,0.0,no,2.0,10.0,13.0,13.0
312,GP,M,15,U,LE3,A,3,2,services,other,home,mother,1,2,0.0,no,yes,yes,no,yes,yes,yes,no,4,2,2,1,1,1,0.0,16.0,18.0,19.0,0.0,no,0.0,15.0,16.0,17.0
313,GP,M,15,U,GT3,T,3,4,other,other,home,mother,1,2,0.0,no,yes,yes,yes,yes,yes,yes,no,5,5,1,1,1,5,0.0,14.0,15.0,15.0,0.0,no,0.0,12.0,12.0,13.0
314,GP,F,15,U,GT3,T,4,4,teacher,health,reputation,mother,1,2,0.0,no,yes,yes,no,yes,yes,yes,no,3,3,3,1,2,2,0.0,10.0,8.0,9.0,0.0,no,2.0,14.0,14.0,14.0
315,GP,F,15,U,GT3,T,2,1,services,other,reputation,father,3,3,0.0,no,yes,no,yes,yes,yes,yes,no,5,2,2,1,1,4,4.0,10.0,12.0,12.0,0.0,no,0.0,10.0,12.0,13.0
316,GP,M,15,U,LE3,T,4,4,health,services,course,father,1,1,0.0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,3,5,2.0,14.0,14.0,14.0,0.0,no,0.0,12.0,13.0,12.0
317,GP,M,15,U,GT3,T,4,3,teacher,other,course,mother,2,2,0.0,no,yes,yes,no,yes,yes,yes,no,5,4,3,1,2,3,2.0,10.0,10.0,11.0,0.0,no,0.0,12.0,12.0,13.0
318,GP,M,15,U,GT3,A,2,2,other,other,home,other,1,3,0.0,no,yes,no,no,yes,yes,yes,yes,4,5,2,1,1,3,0.0,14.0,16.0,16.0,0.0,no,0.0,14.0,14.0,15.0
319,GP,F,16,U,GT3,T,4,4,health,other,home,mother,1,1,0.0,no,yes,no,no,yes,yes,yes,no,4,4,4,1,2,2,4.0,14.0,14.0,14.0,0.0,no,6.0,17.0,17.0,17.0
320,GP,F,16,U,GT3,T,4,4,services,services,reputation,mother,1,3,0.0,no,yes,yes,yes,yes,yes,yes,no,3,2,3,1,2,2,6.0,13.0,14.0,14.0,0.0,no,10.0,13.0,13.0,14.0
321,GP,F,16,U,GT3,T,3,3,other,other,reputation,mother,3,2,0.0,yes,yes,no,yes,yes,yes,no,no,5,3,2,1,1,4,4.0,8.0,10.0,10.0,0.0,no,2.0,13.0,14.0,14.0
322,GP,M,17,U,GT3,T,3,2,services,services,course,mother,1,1,3.0,no,yes,no,yes,yes,yes,yes,no,5,5,5,2,4,5,16.0,6.0,5.0,5.0,3.0,yes,2.0,8.0,8.0,7.0
323,GP,M,16,U,LE3,T,4,3,health,other,home,father,1,1,0.0,no,no,yes,yes,yes,yes,yes,no,3,1,3,1,3,5,4.0,8.0,10.0,10.0,0.0,no,6.0,12.0,12.0,12.0
324,GP,M,15,U,GT3,T,4,3,teacher,other,reputation,mother,1,2,0.0,no,no,no,no,yes,yes,yes,no,4,4,1,1,1,1,0.0,13.0,14.0,15.0,0.0,no,0.0,12.0,13.0,14.0
325,GP,M,15,U,GT3,T,4,4,health,health,other,father,1,1,0.0,no,yes,yes,no,yes,yes,yes,no,5,4,2,1,1,5,0.0,12.0,15.0,15.0,0.0,yes,0.0,11.0,12.0,12.0
326,GP,M,16,U,LE3,T,4,2,teacher,other,course,mother,1,2,0.0,no,no,no,yes,yes,yes,yes,no,4,5,1,1,3,5,2.0,15.0,15.0,16.0,0.0,no,0.0,12.0,13.0,14.0
327,GP,M,16,U,LE3,T,2,2,other,other,reputation,mother,2,2,0.0,no,yes,no,yes,yes,yes,yes,no,5,4,4,2,4,5,0.0,13.0,13.0,12.0,0.0,no,2.0,10.0,10.0,10.0
328,GP,F,15,R,GT3,T,2,4,services,health,course,mother,1,3,0.0,yes,yes,yes,yes,yes,yes,yes,no,4,3,2,1,1,5,2.0,10.0,9.0,8.0,0.0,no,2.0,10.0,11.0,10.0
329,GP,F,16,U,GT3,T,2,2,services,services,home,mother,1,1,2.0,no,yes,yes,no,no,yes,yes,no,1,2,2,1,3,5,14.0,6.0,9.0,8.0,0.0,no,6.0,10.0,11.0,12.0
330,GP,M,15,U,GT3,T,2,2,other,other,home,mother,1,1,0.0,no,yes,yes,no,yes,yes,yes,no,4,2,2,1,2,5,2.0,12.0,12.0,11.0,0.0,no,8.0,11.0,12.0,12.0
331,GP,M,15,U,GT3,T,4,2,health,services,other,mother,1,1,0.0,no,no,yes,no,yes,yes,yes,no,2,2,4,2,4,1,4.0,15.0,16.0,15.0,0.0,no,0.0,11.0,11.0,11.0
332,GP,M,16,U,LE3,A,3,4,services,other,home,mother,1,2,0.0,yes,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,5,4.0,11.0,11.0,11.0,0.0,yes,2.0,12.0,12.0,13.0
333,GP,M,16,U,GT3,T,4,4,teacher,teacher,home,mother,1,2,0.0,no,yes,yes,yes,yes,yes,yes,yes,4,4,5,5,5,5,16.0,10.0,12.0,11.0,0.0,yes,4.0,12.0,11.0,12.0
334,GP,M,15,U,GT3,T,4,4,health,services,home,mother,1,2,0.0,no,yes,yes,no,no,yes,yes,no,5,4,2,3,4,5,0.0,9.0,11.0,12.0,0.0,yes,0.0,10.0,11.0,11.0
335,GP,M,15,U,GT3,T,4,4,services,services,reputation,mother,2,2,0.0,no,yes,no,yes,yes,yes,yes,no,4,3,1,1,1,5,0.0,17.0,16.0,17.0,0.0,no,2.0,15.0,15.0,15.0
336,GP,M,15,R,GT3,T,4,3,teacher,at_home,course,mother,1,2,0.0,no,yes,no,yes,yes,yes,yes,yes,4,5,2,1,1,5,0.0,17.0,16.0,16.0,0.0,no,0.0,13.0,14.0,15.0
337,GP,M,15,U,LE3,T,3,3,other,other,course,mother,1,2,0.0,no,no,no,yes,no,yes,yes,no,5,3,2,1,1,2,0.0,8.0,10.0,12.0,0.0,no,0.0,13.0,12.0,12.0
338,GP,M,16,U,GT3,T,3,2,other,other,home,mother,1,1,0.0,no,yes,yes,no,no,yes,yes,no,5,4,3,1,1,5,0.0,12.0,14.0,15.0,0.0,no,4.0,12.0,12.0,12.0
339,GP,F,15,U,GT3,T,2,3,other,other,other,father,2,1,0.0,no,yes,no,yes,yes,yes,no,no,3,5,1,1,1,5,0.0,8.0,7.0,6.0,0.0,no,4.0,11.0,11.0,11.0
340,GP,M,15,U,LE3,T,4,3,teacher,services,home,mother,1,3,0.0,no,yes,no,yes,yes,yes,yes,no,5,4,3,1,1,4,2.0,15.0,16.0,18.0,0.0,no,0.0,14.0,14.0,14.0
341,GP,M,16,R,GT3,A,4,4,other,teacher,reputation,mother,2,3,0.0,no,yes,no,yes,yes,yes,yes,yes,2,4,3,1,1,5,7.0,15.0,16.0,15.0,0.0,no,4.0,13.0,13.0,13.0
342,GP,F,15,R,GT3,T,3,4,services,health,course,mother,1,3,0.0,yes,yes,yes,yes,yes,yes,yes,no,4,3,2,1,1,5,2.0,12.0,12.0,11.0,0.0,no,2.0,11.0,12.0,12.0
343,GP,F,15,R,GT3,T,2,2,at_home,other,reputation,mother,1,1,0.0,yes,yes,yes,yes,yes,yes,no,no,4,3,1,1,1,2,8.0,14.0,13.0,13.0,0.0,no,8.0,14.0,13.0,12.0
344,GP,F,16,U,LE3,T,2,2,other,other,home,mother,2,2,1.0,no,yes,no,yes,no,yes,yes,yes,3,3,3,1,2,3,25.0,7.0,10.0,11.0,0.0,no,16.0,11.0,11.0,10.0
345,GP,M,15,U,LE3,T,4,4,teacher,other,home,other,1,1,0.0,no,yes,no,no,no,yes,yes,yes,5,4,3,2,4,5,8.0,12.0,12.0,12.0,0.0,no,8.0,10.0,11.0,11.0
346,GP,M,15,U,GT3,T,4,4,services,teacher,course,father,1,2,0.0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,5,2.0,19.0,18.0,18.0,0.0,no,0.0,14.0,15.0,15.0
347,GP,M,15,U,GT3,T,2,2,services,services,course,father,1,1,0.0,yes,yes,no,no,yes,yes,yes,no,5,4,1,1,1,1,0.0,8.0,8.0,11.0,0.0,no,0.0,9.0,10.0,10.0
348,GP,F,16,U,LE3,T,2,2,other,at_home,course,father,2,2,1.0,yes,no,no,yes,yes,yes,yes,no,4,3,3,2,2,5,14.0,10.0,10.0,9.0,1.0,no,14.0,10.0,11.0,11.0
349,GP,F,15,U,LE3,A,4,3,other,other,course,mother,1,2,0.0,yes,yes,yes,yes,yes,yes,yes,yes,5,2,2,1,1,5,8.0,8.0,8.0,6.0,0.0,yes,4.0,10.0,11.0,11.0
350,GP,F,16,U,LE3,A,3,3,other,services,home,mother,1,2,0.0,no,yes,no,no,yes,yes,yes,no,2,3,5,1,4,3,12.0,11.0,12.0,11.0,0.0,no,6.0,13.0,12.0,13.0
351,GP,M,16,U,GT3,T,4,3,health,services,reputation,mother,1,4,0.0,no,no,no,yes,yes,yes,yes,no,4,2,2,1,1,2,4.0,19.0,19.0,20.0,0.0,no,2.0,17.0,17.0,17.0
352,GP,M,15,U,GT3,T,4,2,teacher,other,home,mother,1,2,0.0,no,yes,yes,no,yes,yes,no,no,4,3,3,2,2,5,2.0,15.0,15.0,14.0,0.0,no,4.0,11.0,12.0,13.0
353,GP,F,15,U,GT3,T,4,4,services,teacher,other,father,1,2,1.0,yes,yes,no,yes,no,yes,yes,no,4,4,4,1,1,3,2.0,7.0,7.0,7.0,0.0,no,2.0,13.0,12.0,12.0
354,GP,F,16,U,LE3,T,2,2,services,services,course,mother,3,2,0.0,no,yes,yes,no,yes,yes,yes,no,4,3,3,2,3,4,2.0,12.0,13.0,13.0,0.0,no,0.0,14.0,13.0,13.0
355,GP,F,15,U,LE3,T,4,2,health,other,other,mother,1,2,0.0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,5,2.0,11.0,13.0,13.0,0.0,no,0.0,16.0,14.0,16.0
356,GP,M,15,U,LE3,A,4,2,health,health,other,father,2,1,1.0,no,no,no,no,yes,yes,no,no,5,5,5,3,4,5,6.0,11.0,11.0,10.0,0.0,no,4.0,10.0,9.0,9.0
357,GP,F,15,U,GT3,T,4,4,services,services,course,mother,1,1,0.0,yes,yes,yes,no,yes,yes,yes,no,3,3,4,2,3,5,0.0,8.0,10.0,11.0,0.0,no,0.0,13.0,12.0,12.0
358,GP,F,15,U,LE3,A,3,3,other,other,other,mother,1,1,0.0,no,no,yes,no,yes,yes,yes,no,5,3,4,4,4,1,6.0,10.0,13.0,13.0,0.0,no,0.0,13.0,12.0,13.0
359,GP,F,16,U,GT3,A,2,1,other,other,other,mother,1,2,0.0,no,no,yes,yes,yes,yes,yes,yes,5,3,4,1,1,2,8.0,8.0,9.0,10.0,0.0,no,2.0,12.0,13.0,12.0
360,GP,F,15,U,GT3,A,4,3,services,services,reputation,mother,1,2,0.0,no,yes,yes,yes,yes,yes,yes,no,4,3,2,1,1,1,0.0,14.0,15.0,15.0,0.0,no,0.0,15.0,14.0,15.0
361,GP,M,15,U,GT3,T,4,4,teacher,health,reputation,mother,1,2,0.0,no,yes,no,yes,yes,yes,no,no,3,2,2,1,1,5,4.0,14.0,15.0,15.0,0.0,no,8.0,15.0,15.0,16.0
362,GP,M,15,U,LE3,T,1,2,other,at_home,home,father,1,2,0.0,yes,yes,no,yes,yes,yes,yes,no,4,3,2,1,1,5,2.0,9.0,10.0,9.0,0.0,no,0.0,14.0,13.0,14.0
363,GP,F,16,U,GT3,T,4,2,services,other,course,mother,1,2,0.0,no,yes,no,no,yes,yes,yes,no,4,2,3,1,1,5,2.0,15.0,16.0,16.0,0.0,yes,2.0,16.0,15.0,16.0
364,GP,F,16,R,GT3,T,4,4,health,teacher,other,mother,1,2,0.0,no,yes,no,yes,yes,yes,no,no,2,4,4,2,3,4,6.0,10.0,11.0,11.0,0.0,no,0.0,17.0,16.0,16.0
365,GP,F,16,U,GT3,T,1,1,services,services,course,father,4,1,0.0,yes,yes,no,yes,no,yes,yes,yes,5,5,5,5,5,5,6.0,10.0,8.0,11.0,0.0,no,0.0,10.0,10.0,16.0
366,GP,F,16,U,LE3,T,1,2,other,services,reputation,father,1,2,0.0,yes,no,no,yes,yes,yes,yes,no,4,4,3,1,1,1,4.0,8.0,10.0,9.0,0.0,no,0.0,13.0,13.0,10.0
367,GP,F,16,U,GT3,T,4,3,teacher,health,home,mother,1,3,0.0,yes,yes,yes,yes,yes,yes,yes,no,3,4,4,2,4,4,2.0,10.0,9.0,9.0,0.0,no,0.0,14.0,13.0,13.0
368,GP,F,15,U,LE3,T,4,3,services,services,reputation,father,1,2,0.0,yes,no,no,yes,yes,yes,yes,yes,4,4,4,2,4,2,0.0,10.0,10.0,10.0,0.0,no,0.0,13.0,12.0,12.0
369,GP,F,16,U,LE3,T,4,3,teacher,services,course,mother,3,2,0.0,no,yes,no,yes,yes,yes,yes,no,5,4,3,1,2,1,2.0,16.0,15.0,15.0,0.0,no,2.0,16.0,15.0,16.0
370,GP,M,15,U,GT3,A,4,4,other,services,reputation,mother,1,4,0.0,no,yes,no,yes,no,yes,yes,yes,1,3,3,5,5,3,4.0,13.0,13.0,12.0,0.0,no,0.0,11.0,12.0,12.0
371,GP,F,16,U,GT3,T,3,1,services,other,course,mother,1,4,0.0,yes,yes,yes,no,yes,yes,yes,no,4,3,3,1,2,5,4.0,7.0,7.0,6.0,0.0,no,0.0,10.0,9.0,10.0
372,GP,F,15,R,LE3,T,2,2,health,services,reputation,mother,2,2,0.0,yes,yes,yes,no,yes,yes,yes,no,4,1,3,1,3,4,2.0,8.0,9.0,8.0,0.0,no,0.0,11.0,10.0,11.0
373,GP,F,15,R,LE3,T,3,1,other,other,reputation,father,2,4,0.0,no,yes,no,no,no,yes,yes,no,4,4,2,2,3,3,12.0,16.0,16.0,16.0,0.0,no,6.0,15.0,15.0,15.0
374,GP,M,16,U,GT3,T,3,1,other,other,reputation,father,2,4,0.0,no,yes,yes,no,yes,yes,yes,no,4,3,2,1,1,5,0.0,13.0,15.0,15.0,0.0,no,2.0,13.0,11.0,11.0
375,GP,M,15,U,GT3,T,4,2,other,other,course,mother,1,4,0.0,no,no,no,no,yes,yes,yes,no,3,3,3,1,1,3,0.0,10.0,10.0,10.0,0.0,no,0.0,11.0,9.0,10.0
376,GP,F,15,R,GT3,T,1,1,other,other,reputation,mother,1,2,2.0,yes,yes,no,no,no,yes,yes,yes,3,3,4,2,4,5,2.0,8.0,6.0,5.0,0.0,no,2.0,13.0,11.0,11.0
377,GP,M,16,U,GT3,T,3,1,other,other,reputation,mother,1,1,0.0,no,no,no,yes,yes,yes,no,no,5,3,2,2,2,5,2.0,12.0,12.0,14.0,0.0,no,0.0,13.0,13.0,14.0
378,GP,F,16,U,GT3,T,3,3,other,services,home,mother,1,2,0.0,yes,yes,yes,yes,yes,yes,yes,no,4,3,3,2,4,5,54.0,11.0,12.0,11.0,0.0,no,4.0,11.0,11.0,11.0
379,GP,M,15,U,GT3,T,4,3,teacher,other,home,mother,1,2,0.0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,2,3,5,6.0,9.0,9.0,10.0,0.0,no,0.0,11.0,11.0,11.0
380,GP,M,15,U,GT3,T,4,0,teacher,other,course,mother,2,4,0.0,no,no,no,yes,yes,yes,yes,no,3,4,3,1,1,1,8.0,11.0,11.0,10.0,0.0,no,0.0,12.0,11.0,11.0
381,GP,F,16,U,GT3,T,2,2,other,other,reputation,mother,1,4,0.0,no,no,yes,no,yes,yes,yes,yes,5,2,3,1,3,3,0.0,11.0,11.0,11.0,0.0,no,1.0,13.0,13.0,13.0
382,GP,M,17,U,GT3,T,2,1,other,other,home,mother,2,1,3.0,yes,yes,no,yes,yes,no,yes,no,4,5,1,1,1,3,2.0,8.0,8.0,10.0,3.0,no,0.0,9.0,9.0,10.0
383,GP,F,16,U,GT3,T,3,4,at_home,other,course,mother,1,2,0.0,no,yes,no,no,yes,yes,yes,no,2,4,3,1,2,3,12.0,5.0,5.0,5.0,0.0,no,14.0,12.0,11.0,11.0
384,GP,M,15,U,GT3,T,2,3,other,services,course,father,1,1,0.0,yes,yes,yes,yes,no,yes,yes,yes,3,2,2,1,3,3,2.0,10.0,12.0,12.0,0.0,no,0.0,11.0,11.0,12.0
385,GP,M,15,U,GT3,T,2,3,other,other,home,mother,1,3,0.0,yes,no,yes,no,no,yes,yes,no,5,3,2,1,2,5,4.0,11.0,10.0,11.0,0.0,no,2.0,10.0,9.0,9.0
386,GP,F,15,U,LE3,T,3,2,services,other,reputation,mother,1,2,0.0,no,yes,yes,no,yes,yes,yes,no,4,4,4,1,1,5,10.0,7.0,6.0,6.0,0.0,no,4.0,12.0,11.0,11.0
387,GP,M,15,U,LE3,T,2,2,services,services,home,mother,2,2,0.0,no,no,yes,yes,yes,yes,yes,no,5,3,3,1,3,4,4.0,15.0,15.0,15.0,0.0,yes,2.0,13.0,12.0,13.0
388,GP,F,15,U,GT3,T,1,1,other,other,home,father,1,2,0.0,no,yes,no,yes,no,yes,yes,no,4,3,2,2,3,4,2.0,9.0,10.0,10.0,0.0,no,2.0,13.0,12.0,12.0
389,GP,F,15,U,GT3,T,4,4,services,services,reputation,father,2,2,2.0,no,no,yes,no,yes,yes,yes,yes,4,4,4,2,3,5,6.0,7.0,9.0,8.0,0.0,no,4.0,12.0,11.0,12.0
390,GP,F,16,U,LE3,T,2,2,at_home,other,course,mother,1,2,0.0,no,yes,no,no,yes,yes,no,no,4,3,4,1,2,2,4.0,8.0,7.0,6.0,0.0,no,6.0,13.0,11.0,11.0
391,GP,F,15,U,GT3,T,4,2,other,other,reputation,mother,1,3,0.0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,3,1,4.0,13.0,14.0,14.0,0.0,no,4.0,15.0,15.0,15.0
392,GP,M,16,U,GT3,T,2,2,services,other,reputation,father,2,2,1.0,no,no,yes,yes,no,yes,yes,no,4,4,2,1,1,3,12.0,11.0,10.0,10.0,0.0,no,6.0,12.0,10.0,11.0
393,GP,M,16,U,LE3,A,4,4,teacher,health,reputation,mother,1,2,0.0,no,yes,no,no,yes,yes,no,no,4,1,3,3,5,5,18.0,8.0,6.0,7.0,0.0,no,6.0,9.0,9.0,10.0
394,GP,F,16,U,GT3,T,3,3,other,other,home,mother,1,3,0.0,no,yes,yes,no,yes,yes,yes,yes,4,3,3,1,3,4,0.0,7.0,7.0,8.0,0.0,no,2.0,9.0,11.0,11.0
395,GP,F,15,U,GT3,T,4,3,services,other,reputation,mother,1,1,0.0,no,no,yes,yes,yes,yes,yes,no,4,5,5,1,3,1,4.0,16.0,17.0,18.0,0.0,no,6.0,14.0,13.0,13.0
396,GP,F,16,U,LE3,T,3,1,other,other,home,father,1,2,0.0,yes,yes,no,no,yes,yes,no,no,3,3,3,2,3,2,4.0,7.0,6.0,6.0,0.0,no,0.0,12.0,13.0,12.0
397,GP,F,16,U,GT3,T,4,2,teacher,services,home,mother,2,2,0.0,no,yes,yes,yes,yes,yes,yes,no,5,3,3,1,1,1,0.0,11.0,10.0,10.0,0.0,no,2.0,13.0,14.0,14.0
398,GP,M,15,U,LE3,T,2,2,services,health,reputation,mother,1,4,0.0,no,yes,no,yes,yes,yes,yes,no,4,3,4,1,1,4,6.0,11.0,13.0,14.0,0.0,no,2.0,11.0,12.0,12.0
399,GP,F,15,R,GT3,T,1,1,at_home,other,home,mother,2,4,1.0,yes,yes,yes,yes,yes,yes,yes,no,3,1,2,1,1,1,2.0,7.0,10.0,10.0,0.0,yes,4.0,13.0,13.0,13.0
400,GP,M,16,R,GT3,T,4,3,services,other,reputation,mother,2,1,0.0,yes,yes,no,yes,no,yes,yes,no,3,3,3,1,1,4,2.0,11.0,15.0,15.0,0.0,yes,6.0,9.0,11.0,11.0
401,GP,F,16,U,GT3,T,2,1,other,other,course,mother,1,2,0.0,no,yes,yes,no,yes,yes,no,yes,4,3,5,1,1,5,2.0,8.0,9.0,10.0,0.0,no,0.0,13.0,12.0,12.0
402,GP,F,16,U,GT3,T,4,4,other,other,reputation,mother,1,1,0.0,no,no,no,yes,no,yes,yes,no,5,3,4,1,2,1,6.0,11.0,14.0,14.0,0.0,no,4.0,12.0,13.0,13.0
403,GP,F,16,U,GT3,T,4,3,other,at_home,course,mother,1,3,0.0,yes,yes,yes,no,yes,yes,yes,no,5,3,5,1,1,3,0.0,7.0,9.0,8.0,0.0,no,2.0,12.0,13.0,13.0
404,GP,M,16,U,GT3,T,4,4,services,services,other,mother,1,1,0.0,yes,yes,yes,yes,yes,yes,yes,no,4,5,5,5,5,4,14.0,7.0,7.0,5.0,0.0,no,12.0,9.0,9.0,8.0
405,GP,M,16,U,GT3,T,4,4,services,teacher,other,father,1,3,0.0,no,yes,no,yes,yes,yes,yes,yes,4,4,3,1,1,4,0.0,16.0,17.0,17.0,0.0,no,0.0,16.0,16.0,16.0
406,GP,M,15,U,GT3,T,4,4,services,other,course,mother,1,1,0.0,no,yes,no,yes,no,yes,yes,no,5,3,3,1,1,5,4.0,10.0,13.0,14.0,0.0,yes,2.0,12.0,13.0,12.0
407,GP,F,15,U,GT3,T,3,2,services,other,home,mother,2,2,0.0,yes,yes,yes,no,yes,yes,yes,no,4,3,5,1,1,2,26.0,7.0,6.0,6.0,0.0,no,16.0,11.0,10.0,10.0
408,GP,M,15,U,GT3,A,3,4,services,other,course,mother,1,2,0.0,no,yes,yes,yes,yes,yes,yes,no,5,4,4,1,1,1,0.0,16.0,18.0,18.0,0.0,no,0.0,16.0,16.0,16.0
409,GP,F,15,U,GT3,A,3,3,other,health,reputation,father,1,4,0.0,yes,no,no,no,yes,yes,no,no,4,3,3,1,1,4,10.0,10.0,11.0,11.0,0.0,no,10.0,10.0,10.0,10.0
410,GP,F,15,U,GT3,T,2,2,other,other,course,mother,1,4,0.0,yes,yes,yes,no,yes,yes,yes,no,5,1,2,1,1,3,8.0,7.0,8.0,8.0,0.0,no,4.0,10.0,10.0,10.0
411,GP,M,16,U,GT3,T,3,3,services,other,home,father,1,3,0.0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,5,2.0,16.0,18.0,18.0,0.0,no,4.0,13.0,14.0,14.0
412,GP,M,15,R,GT3,T,4,4,other,other,home,father,4,4,0.0,no,yes,yes,yes,yes,yes,yes,yes,1,3,5,3,5,1,6.0,10.0,13.0,13.0,0.0,no,8.0,12.0,10.0,11.0
413,GP,F,16,U,LE3,T,4,4,health,health,other,mother,1,3,0.0,no,yes,yes,yes,yes,yes,yes,yes,5,4,5,1,1,4,4.0,14.0,15.0,16.0,0.0,no,2.0,15.0,15.0,14.0
414,GP,M,15,U,LE3,A,4,4,teacher,teacher,course,mother,1,1,0.0,no,no,no,yes,yes,yes,yes,no,5,5,3,1,1,4,6.0,18.0,19.0,19.0,0.0,no,4.0,13.0,14.0,14.0
415,GP,F,16,R,GT3,T,3,3,services,other,reputation,father,1,3,1.0,yes,yes,no,yes,yes,yes,yes,no,4,1,2,1,1,2,0.0,7.0,10.0,10.0,0.0,no,4.0,11.0,11.0,11.0
416,GP,F,16,U,GT3,T,2,2,at_home,other,home,mother,1,2,1.0,yes,no,no,yes,yes,yes,yes,no,3,1,2,1,1,5,6.0,10.0,13.0,13.0,1.0,no,12.0,8.0,10.0,10.0
417,GP,M,15,U,LE3,T,4,2,teacher,other,course,mother,1,1,0.0,no,no,no,no,yes,yes,yes,no,3,5,2,1,1,3,10.0,18.0,19.0,19.0,0.0,no,10.0,18.0,17.0,18.0
418,GP,M,15,R,GT3,T,2,1,health,services,reputation,mother,1,2,0.0,no,no,no,yes,yes,yes,yes,yes,5,4,2,1,1,5,8.0,9.0,9.0,9.0,0.0,no,4.0,10.0,9.0,10.0
419,GP,M,16,U,GT3,T,4,4,teacher,teacher,course,father,1,2,0.0,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,2,5,2.0,15.0,15.0,16.0,0.0,no,6.0,16.0,14.0,14.0
420,GP,M,15,U,GT3,T,4,4,other,teacher,reputation,father,2,2,0.0,no,yes,no,yes,yes,yes,no,no,4,4,3,1,1,2,2.0,11.0,13.0,14.0,0.0,no,4.0,16.0,15.0,16.0
421,GP,M,16,U,GT3,T,3,3,other,services,home,father,2,1,0.0,no,no,no,yes,yes,yes,yes,no,5,4,2,1,1,5,0.0,13.0,14.0,13.0,0.0,no,6.0,14.0,14.0,15.0
