,school,sex,age,reason,traveltime,studytime,failures,activities,freetime,health,absences,Subject,Final_Score,ses_status,avg_alc,social_score_category
618,GP,F,17,reputation,2,3,0,yes,4,4,0,0,12.0,Medium,1.0,Very Bad
619,GP,F,19,reputation,1,4,0,yes,3,3,4,0,12.0,Medium,1.5,Very Bad
620,GP,M,17,home,1,2,0,no,3,3,15,0,12.0,High,4.5,Excellent
621,GP,F,16,reputation,1,2,0,no,3,4,0,0,13.0,Medium,1.0,Very Bad
622,GP,M,18,home,1,2,0,yes,4,5,10,0,11.0,Medium,3.0,Neutral
623,GP,F,17,other,1,1,0,no,2,3,6,0,11.0,Medium,1.5,Very Bad
624,GP,F,17,reputation,2,2,0,no,4,1,2,0,15.0,Medium,2.0,Neutral
625,GP,F,17,reputation,1,2,0,no,4,1,16,0,10.0,Medium,3.0,Neutral
626,GP,M,18,home,1,2,0,no,2,4,10,0,10.0,High,3.0,Very Bad
627,GP,F,17,home,2,1,0,no,3,3,4,0,13.0,Medium,2.5,Very Bad
628,GP,F,17,course,1,3,0,yes,3,4,0,0,12.0,Medium,1.0,Very Bad
629,GP,F,17,reputation,2,2,0,yes,2,5,0,0,11.0,Medium,1.5,Neutral
630,GP,F,17,reputation,1,3,0,yes,3,5,12,0,12.0,Medium,1.0,Neutral
631,GP,F,16,other,1,2,0,no,3,3,0,0,13.0,High,1.0,Very Bad
632,GP,M,18,home,2,2,3,no,3,4,9,0,10.0,Medium,5.0,Very Bad
633,GP,F,16,home,1,3,0,yes,3,5,4,0,16.0,Medium,1.0,Very Bad
634,GP,F,18,reputation,1,2,0,yes,3,4,4,0,8.0,Low,1.0,Neutral
635,GP,F,17,course,1,2,0,yes,3,3,2,0,17.0,Low,2.0,Neutral
636,GP,M,17,reputation,1,2,0,no,3,3,0,0,11.0,High,2.0,Very Bad
637,GP,M,18,course,4,2,0,yes,3,3,2,0,10.0,High,4.5,Very Bad
638,GP,F,17,course,2,3,0,yes,2,3,0,0,15.0,Low,1.5,Very Bad
639,GP,F,17,reputation,1,2,0,yes,2,3,0,0,13.0,Medium,1.5,Very Bad
640,GP,M,17,course,2,2,0,yes,5,1,0,0,13.0,Medium,1.0,Very Bad
641,GP,M,17,reputation,1,2,0,yes,5,2,0,0,13.0,High,2.0,Neutral
642,GP,M,16,reputation,1,2,0,yes,2,1,0,0,13.0,Medium,3.0,Neutral
643,GP,M,16,home,2,2,0,no,4,5,2,0,9.0,Medium,1.0,Very Bad
644,GP,M,16,reputation,2,3,0,yes,3,2,0,0,12.0,Medium,2.0,Neutral
645,GP,M,17,home,1,2,0,yes,4,4,0,0,16.0,Medium,5.0,Very Bad
646,GP,F,16,home,1,1,0,no,5,5,4,0,10.0,Medium,1.0,Very Bad
647,GP,F,16,home,1,2,0,yes,3,5,0,0,13.0,Low,1.5,Neutral
648,GP,F,18,course,2,2,1,no,3,3,18,0,10.0,Medium,1.0,Very Bad
649,GP,F,18,course,1,2,1,no,3,5,16,0,9.0,Medium,1.0,Very Bad
650,GP,F,18,course,2,1,1,no,1,3,14,0,7.0,Low,1.0,Very Bad
651,GP,M,18,course,1,1,1,yes,4,1,26,0,8.0,Medium,2.0,Very Bad
652,GP,M,17,course,1,1,0,yes,2,5,6,0,9.0,Medium,1.5,Very Bad
653,GP,F,17,course,1,2,0,yes,4,3,4,0,14.0,Low,1.0,Very Bad
654,GP,F,17,course,1,3,0,yes,3,4,10,0,10.0,Medium,1.5,Very Bad
655,GP,F,16,course,1,1,0,no,3,5,4,0,11.0,Low,1.5,Neutral
656,GP,F,17,course,3,2,0,yes,1,3,2,0,13.0,Low,1.0,Very Bad
657,GP,F,17,course,4,1,1,no,5,5,14,0,9.0,Medium,1.0,Neutral
658,GP,M,18,reputation,1,2,0,no,5,2,16,0,8.0,Medium,4.0,Neutral
659,GP,F,17,home,1,1,1,no,1,1,8,0,10.0,Low,1.0,Very Bad
660,GP,F,17,course,2,3,0,yes,3,5,4,0,15.0,Medium,2.0,Very Bad
661,GP,F,17,course,1,2,0,yes,3,4,4,0,14.0,Medium,1.0,Very Bad
662,GP,M,17,course,2,2,0,yes,5,5,8,0,15.0,Medium,2.5,Neutral
663,GP,M,17,course,2,2,0,no,3,4,0,0,12.0,Medium,2.5,Very Bad
664,GP,M,16,course,1,1,0,yes,4,3,7,0,14.0,Medium,1.0,Neutral
665,GP,M,16,course,1,1,0,yes,3,5,4,0,15.0,High,1.5,Very Bad
666,GP,F,17,course,1,2,0,no,3,5,2,0,11.0,High,2.5,Very Bad
667,GP,M,17,home,2,3,0,no,3,1,2,0,14.0,Low,1.0,Very Bad
668,GP,F,17,home,2,3,0,no,2,5,10,0,11.0,Medium,2.5,Very Bad
669,GP,F,17,course,1,2,0,no,3,4,10,0,10.0,Low,1.0,Very Bad
670,GP,F,18,course,2,3,0,no,4,3,10,0,11.0,Medium,1.0,Neutral
671,GP,M,16,course,3,1,0,no,3,4,7,0,16.0,Medium,1.0,Very Bad
672,GP,F,17,course,1,2,0,no,3,5,4,0,11.0,Medium,1.5,Neutral
673,GP,M,17,course,2,1,0,no,2,2,2,0,12.0,Medium,1.0,Very Bad
674,GP,M,22,other,1,1,3,no,4,1,12,0,6.0,Medium,5.0,Excellent
675,GP,M,18,course,1,2,0,no,3,5,8,0,10.0,Medium,2.0,Very Bad
676,GP,M,16,other,1,1,0,no,3,5,0,0,11.0,Low,3.0,Very Bad
677,GP,M,18,course,2,1,0,no,4,5,8,0,7.0,Medium,3.0,Neutral
678,GP,M,16,reputation,3,2,1,no,3,2,4,0,10.0,Medium,2.0,Very Bad
679,GP,M,18,other,1,1,2,no,2,5,4,0,7.0,Medium,3.5,Neutral
680,GP,M,16,course,2,1,0,yes,3,3,2,0,13.0,Low,2.0,Very Bad
681,GP,M,17,course,1,1,0,no,4,5,0,0,12.0,Low,3.0,Very Bad
682,GP,M,17,course,2,1,1,yes,4,5,0,0,10.0,High,1.5,Neutral
683,GP,F,18,course,1,2,0,no,3,5,2,0,12.0,Medium,2.0,Neutral
684,GP,F,17,reputation,1,4,0,yes,2,4,2,0,16.0,High,1.0,Very Bad
685,GP,F,19,home,1,2,0,no,3,5,0,0,10.0,High,1.0,Very Bad
686,GP,M,18,course,3,2,1,yes,4,5,4,0,11.0,Medium,4.0,Neutral
687,GP,F,17,course,1,3,0,yes,3,5,2,0,12.0,Medium,2.0,Neutral
688,GP,F,18,home,1,3,0,no,4,3,4,0,12.0,Medium,2.5,Very Bad
689,GP,F,18,home,1,2,0,no,2,5,4,0,12.0,Low,1.0,Very Bad
690,GP,M,19,reputation,1,2,0,no,3,1,4,0,13.0,Medium,1.0,Very Bad
691,GP,M,18,home,1,2,0,yes,2,4,2,0,16.0,Medium,1.5,Neutral
692,GP,M,17,other,2,1,0,no,2,4,0,0,10.0,Low,1.0,Very Bad
693,GP,F,17,course,1,4,0,yes,4,2,2,0,11.0,High,1.0,Very Bad
694,GP,F,20,course,2,2,0,yes,2,2,8,0,11.0,Medium,1.5,Very Bad
695,GP,F,18,home,1,2,0,no,1,2,2,0,15.0,Medium,2.0,Very Bad
696,GP,M,18,course,1,2,0,no,3,3,2,0,10.0,Medium,1.0,Very Bad
697,GP,M,18,course,1,3,0,yes,3,3,2,0,11.0,Low,1.0,Very Bad
698,GP,F,17,home,1,3,0,yes,2,4,2,0,13.0,Low,1.0,Very Bad
699,GP,F,18,home,1,3,0,yes,3,3,0,0,12.0,Medium,1.0,Very Bad
700,GP,M,17,home,2,1,0,no,4,4,8,0,8.0,Low,2.5,Neutral
701,GP,M,18,reputation,2,2,0,yes,2,1,6,0,16.0,Medium,3.5,Neutral
702,GP,M,17,other,1,2,0,yes,4,5,0,0,12.0,Medium,3.5,Neutral
703,GP,F,18,reputation,2,2,0,yes,3,4,8,0,11.0,Medium,2.0,Neutral
704,GP,M,18,reputation,1,2,0,yes,4,5,4,0,12.0,Medium,2.0,Excellent
705,GP,F,18,reputation,2,2,0,no,3,3,12,0,9.0,Low,1.5,Neutral
706,GP,F,19,home,1,2,0,yes,3,5,16,0,12.0,High,3.0,Neutral
707,GP,F,18,reputation,1,4,0,yes,5,2,10,0,16.0,Medium,2.0,Neutral
708,GP,F,18,home,2,2,0,no,4,3,2,0,13.0,Medium,1.0,Very Bad
709,GP,M,17,home,1,2,0,yes,5,1,2,0,17.0,Low,2.0,Very Bad
710,GP,F,18,home,1,2,0,no,2,1,8,0,14.0,Medium,1.5,Neutral
711,GP,F,17,reputation,2,2,0,no,3,1,6,0,16.0,Medium,1.0,Very Bad
712,GP,F,17,course,2,2,0,no,4,5,6,0,12.0,High,2.5,Neutral
713,GP,F,18,home,2,2,0,no,1,5,15,0,10.0,Low,1.0,Very Bad
714,GP,M,18,home,2,1,0,yes,2,3,6,0,12.0,Medium,2.5,Very Bad
715,GP,F,18,reputation,1,2,1,yes,4,4,2,0,13.0,High,1.0,Neutral
716,GP,F,17,reputation,3,3,0,no,2,1,8,0,14.0,Medium,1.0,Very Bad
717,GP,F,19,reputation,1,2,1,no,3,3,0,0,9.0,Medium,3.5,Very Bad
718,GP,M,18,course,2,1,0,yes,2,1,0,0,10.0,High,1.5,Very Bad
719,GP,M,18,home,2,1,0,no,4,4,10,0,10.0,Low,3.0,Very Bad
720,GP,M,17,home,2,1,0,yes,5,5,22,0,11.0,Medium,3.0,Neutral
721,GP,M,17,home,1,1,0,no,4,3,18,0,13.0,Medium,3.5,Neutral
722,GP,F,18,reputation,2,4,0,yes,2,3,2,0,17.0,Medium,1.0,Very Bad
723,GP,F,18,home,2,2,0,yes,4,4,0,0,13.0,Medium,1.0,Neutral
724,GP,F,17,course,1,2,0,no,4,5,12,0,13.0,Medium,1.5,Neutral
725,GP,F,18,reputation,2,2,0,yes,3,5,10,0,13.0,Medium,1.0,Very Bad
726,GP,M,17,reputation,1,2,0,no,3,4,0,0,12.0,Low,1.5,Very Bad
727,GP,F,18,other,1,3,0,no,3,2,0,0,18.0,Medium,1.5,Very Bad
728,GP,F,17,reputation,1,3,0,no,3,3,0,0,13.0,High,1.0,Very Bad
729,GP,M,18,reputation,1,3,0,yes,2,2,0,0,15.0,Medium,2.0,Neutral
730,GP,M,18,reputation,1,2,0,yes,4,2,0,0,17.0,High,1.0,Very Bad
731,GP,M,18,home,1,2,0,yes,3,5,2,0,16.0,Medium,2.5,Very Bad
732,GP,F,17,reputation,1,3,0,no,2,3,0,0,18.0,High,1.5,Very Bad
733,GP,F,17,reputation,2,4,0,no,1,3,0,0,19.0,Medium,1.0,Very Bad
734,GP,M,18,reputation,2,3,0,yes,4,4,0,0,15.0,Medium,1.0,Very Bad
735,GP,M,17,home,1,1,0,no,4,5,0,0,15.0,Medium,2.0,Very Bad
736,GP,F,19,reputation,2,2,0,yes,3,2,2,0,13.0,High,2.5,Very Bad
737,GP,F,18,home,2,2,0,no,4,2,0,0,14.0,High,1.5,Neutral
738,GP,F,18,reputation,1,4,0,no,3,3,0,0,17.0,Medium,1.0,Very Bad
739,GP,M,18,home,1,1,0,no,4,1,0,0,18.0,High,2.0,Very Bad
740,GP,F,18,home,1,2,0,no,2,4,0,0,15.0,High,1.0,Neutral
741,GP,M,17,home,2,1,0,no,1,5,0,0,13.0,Medium,2.0,Very Bad
742,GP,F,17,reputation,2,3,0,yes,3,5,0,0,7.0,Medium,1.0,Neutral
743,GP,F,17,reputation,2,3,0,no,3,3,0,0,16.0,Medium,1.0,Very Bad
744,GP,F,17,reputation,1,4,0,yes,2,5,0,0,18.0,Medium,1.5,Very Bad
745,GP,M,19,course,2,3,1,yes,3,5,0,0,10.0,Medium,1.0,Very Bad
746,GP,M,20,course,1,1,2,yes,5,5,0,0,15.0,Medium,1.0,Very Bad
747,GP,M,19,reputation,1,2,0,yes,5,5,0,0,10.0,Low,1.5,Very Bad
748,GP,F,18,home,1,2,0,no,4,5,2,0,10.0,Medium,1.5,Neutral
749,GP,F,18,course,2,2,0,yes,3,1,2,0,13.0,Medium,1.5,Very Bad
750,GP,F,17,course,2,2,0,yes,2,3,2,0,12.0,Medium,1.0,Very Bad
751,GP,F,17,course,1,1,0,yes,4,5,2,0,16.0,Medium,1.0,Neutral
752,GP,F,18,course,1,3,0,yes,3,5,2,0,16.0,Medium,1.0,Neutral
753,GP,F,18,course,2,1,0,no,2,1,8,0,13.0,High,2.5,Very Bad
754,GP,F,17,course,1,3,0,yes,3,5,2,0,16.0,Medium,3.5,Neutral
755,GP,F,18,course,1,2,0,no,1,3,8,0,12.0,Medium,1.0,Neutral
756,GP,M,19,course,2,2,0,yes,4,1,9,0,10.0,Medium,1.0,Neutral
757,GP,F,18,course,1,2,0,no,4,5,0,0,12.0,Medium,3.0,Neutral
758,GP,F,18,course,1,1,0,yes,4,1,4,0,12.0,Medium,1.0,Neutral
759,GP,F,17,course,1,1,0,yes,3,5,2,0,16.0,Medium,1.5,Neutral
760,GP,F,17,course,1,2,0,no,2,5,14,0,16.0,Medium,1.5,Very Bad
761,GP,F,17,home,1,2,0,no,3,5,0,0,12.0,High,1.0,Very Bad
762,GP,F,17,home,1,2,0,yes,2,2,2,0,12.0,Medium,2.0,Very Bad
763,GP,M,18,reputation,1,1,0,no,2,5,2,0,10.0,Medium,3.5,Neutral
764,GP,F,19,course,3,3,0,yes,5,5,12,0,10.0,Low,3.5,Neutral
765,GP,F,19,course,3,2,2,no,3,4,2,0,8.0,Medium,1.0,Neutral
766,GP,F,18,course,1,1,0,yes,3,5,2,0,10.0,Medium,3.0,Neutral
767,GP,F,17,course,1,2,0,no,2,3,4,0,13.0,Medium,1.0,Very Bad
768,GP,F,17,course,1,3,0,yes,3,3,0,0,11.0,High,2.0,Very Bad
769,GP,F,17,course,1,3,0,no,4,5,0,0,17.0,Medium,2.5,Very Bad
770,GP,F,17,home,2,3,0,no,3,2,0,0,14.0,Medium,2.5,Very Bad
771,GP,F,18,home,2,3,0,yes,5,2,0,0,14.0,Medium,1.5,Neutral
772,GP,M,18,course,1,3,0,yes,3,3,0,0,13.0,Medium,2.0,Very Bad
773,GP,M,17,reputation,1,1,0,yes,3,5,0,0,17.0,Medium,4.0,Neutral
774,GP,M,17,course,4,1,0,no,4,4,2,0,10.0,Medium,5.0,Neutral
775,GP,F,17,course,1,3,0,yes,4,4,0,0,13.0,High,2.0,Neutral
776,GP,F,17,course,2,3,0,no,3,4,4,0,15.0,Medium,1.5,Very Bad
777,GP,F,17,course,1,1,0,yes,2,5,2,0,11.0,Medium,3.5,Neutral
778,GP,M,18,course,1,4,0,yes,5,5,0,0,11.0,High,3.0,Neutral
779,GP,M,19,home,1,1,0,no,3,5,0,0,10.0,Medium,2.0,Neutral
780,GP,F,18,course,4,2,0,yes,2,2,2,0,10.0,Low,1.0,Neutral
781,GP,F,17,course,1,3,0,no,4,5,0,0,15.0,Medium,1.0,Very Bad
782,GP,M,18,reputation,1,1,0,no,4,5,6,0,15.0,Low,1.5,Very Bad
783,GP,F,18,home,1,2,0,yes,3,4,8,0,11.0,Medium,1.0,Neutral
784,GP,F,18,home,1,2,0,yes,3,2,0,0,10.0,Medium,1.0,Very Bad
785,GP,F,18,course,2,4,0,yes,4,4,6,0,14.0,Low,1.0,Neutral
786,GP,F,17,course,1,3,0,no,4,5,8,0,13.0,Medium,2.0,Neutral
787,GP,F,17,home,1,2,0,no,3,2,0,0,14.0,Medium,2.5,Very Bad
788,GP,F,18,home,1,4,0,no,3,1,4,0,14.0,High,1.0,Very Bad
789,GP,F,17,home,1,2,0,no,3,2,0,0,15.0,Low,2.5,Very Bad
790,GP,M,18,home,1,2,0,yes,3,2,0,0,12.0,High,2.0,Very Bad
791,GP,M,18,home,1,2,0,yes,3,5,6,0,16.0,Medium,2.0,Very Bad
792,GP,F,17,home,1,2,0,no,3,4,18,0,12.0,Medium,1.5,Very Bad
793,GP,F,18,course,1,3,0,no,3,3,0,0,12.0,Medium,1.5,Very Bad
794,GP,F,18,other,1,3,0,no,4,1,4,0,16.0,Medium,2.5,Neutral
795,GP,M,18,course,1,3,0,no,3,4,4,0,16.0,Medium,1.5,Very Bad
796,GP,M,18,course,1,3,0,no,4,5,0,0,14.0,Medium,2.5,Excellent
797,GP,F,17,reputation,1,3,0,yes,4,4,0,0,12.0,Medium,2.0,Very Bad
798,GP,F,17,course,2,2,0,yes,3,1,10,0,14.0,Medium,2.0,Neutral
799,GP,F,17,reputation,1,2,0,yes,3,4,4,0,15.0,Medium,3.0,Neutral
800,GP,F,19,home,2,1,1,no,2,5,16,0,11.0,Medium,3.5,Very Bad
801,GP,F,17,home,1,1,1,no,1,3,6,0,12.0,Medium,1.0,Very Bad
802,GP,F,21,reputation,1,3,2,yes,3,5,0,0,11.0,High,1.0,Very Bad
803,GP,M,18,reputation,1,2,0,yes,4,3,11,0,11.0,Medium,2.0,Neutral
804,GP,M,18,reputation,1,2,0,yes,3,2,9,0,14.0,Medium,2.5,Neutral
805,GP,F,17,reputation,1,2,0,yes,3,4,0,0,16.0,High,2.0,Neutral
806,GP,M,17,reputation,1,3,0,no,4,4,2,0,14.0,Medium,1.5,Very Bad
807,GP,F,18,course,1,2,0,yes,2,3,0,0,16.0,High,1.0,Very Bad
808,GP,M,21,course,2,2,2,yes,3,4,21,0,10.0,Medium,3.5,Neutral
809,GP,F,20,reputation,2,3,0,no,2,3,8,0,14.0,Medium,2.0,Very Bad
810,GP,F,19,home,1,1,1,no,2,5,5,0,10.0,High,4.0,Neutral
811,GP,M,17,reputation,1,2,0,no,4,5,10,0,17.0,Medium,1.5,Neutral
812,GP,F,18,reputation,1,3,0,no,3,2,5,0,16.0,Medium,1.5,Neutral
813,GP,M,18,reputation,1,1,0,no,1,4,13,0,14.0,Medium,4.5,Very Bad
814,GP,M,19,reputation,1,1,0,no,3,4,10,0,10.0,Medium,2.5,Neutral
815,GP,F,18,reputation,2,2,0,no,1,4,10,0,16.0,Medium,2.0,Neutral
816,GP,F,20,reputation,2,1,1,no,3,5,5,0,9.0,Medium,1.0,Very Bad
817,GP,F,18,home,1,2,0,yes,1,1,4,0,12.0,Medium,1.5,Very Bad
818,MS,F,16,other,2,1,0,no,3,5,11,0,11.0,Medium,2.0,Very Bad
819,MS,F,16,course,2,2,0,yes,4,5,0,0,12.0,Medium,1.0,Neutral
820,MS,F,15,other,1,1,1,no,1,2,6,0,10.0,Medium,1.0,Very Bad
821,MS,F,15,course,2,1,0,no,4,5,4,0,10.0,Medium,2.5,Neutral
822,MS,F,16,course,2,2,0,no,5,5,0,0,17.0,Low,1.5,Very Bad
823,MS,F,15,home,2,1,0,no,3,1,0,0,8.0,Low,1.0,Very Bad
824,MS,M,16,home,1,2,0,no,3,2,5,0,11.0,Low,2.0,Very Bad
825,MS,M,16,other,1,3,0,no,4,5,0,0,11.0,Medium,1.0,Very Bad
826,MS,F,17,course,1,2,1,no,5,5,0,0,10.0,Low,1.5,Neutral
827,MS,F,17,other,1,1,1,no,4,5,0,0,6.0,Low,2.0,Neutral
828,MS,F,15,course,2,1,0,no,5,5,0,0,14.0,Medium,4.0,Very Bad
829,MS,F,16,reputation,2,4,0,yes,2,1,4,0,10.0,Low,1.0,Very Bad
830,MS,F,15,reputation,2,2,0,no,4,4,0,0,10.0,Medium,1.5,Very Bad
831,MS,F,15,course,2,1,1,no,4,2,4,0,7.0,Medium,1.5,Very Bad
832,MS,F,16,other,2,1,0,yes,2,2,0,0,12.0,Low,1.5,Very Bad
833,MS,F,17,course,2,1,0,no,5,3,2,0,11.0,Medium,2.0,Neutral
834,MS,F,15,course,2,1,0,no,1,4,0,0,15.0,Low,1.0,Very Bad
835,MS,M,16,home,2,2,0,yes,4,3,0,0,2.0,Medium,4.5,Excellent
836,MS,M,17,home,1,2,0,no,4,5,4,0,9.0,Medium,3.0,Very Bad
837,MS,M,15,reputation,1,2,0,yes,3,2,0,0,13.0,High,1.5,Neutral
838,MS,M,15,reputation,1,2,0,yes,3,2,7,0,8.0,High,1.5,Neutral
839,MS,M,16,other,3,2,0,no,4,5,4,0,10.0,Low,1.5,Neutral
840,MS,M,15,course,4,2,0,yes,4,4,8,0,8.0,Low,3.0,Excellent
841,MS,M,15,reputation,1,2,0,yes,3,5,0,0,11.0,Medium,1.0,Very Bad
842,MS,M,17,other,3,1,0,yes,5,3,8,0,9.0,Low,5.0,Excellent
843,MS,F,16,course,2,3,0,yes,2,4,6,0,16.0,Medium,1.0,Very Bad
844,MS,F,15,course,2,1,0,no,1,1,3,0,12.0,Low,1.0,Very Bad
845,MS,F,16,course,3,2,0,no,5,1,2,0,15.0,Medium,1.5,Neutral
846,MS,M,16,course,2,2,0,no,3,5,0,0,11.0,Low,1.0,Very Bad
847,MS,F,16,course,3,2,0,no,4,4,4,0,10.0,Medium,1.0,Neutral
848,MS,F,16,course,1,3,1,no,3,4,0,0,9.0,Medium,1.5,Very Bad
849,MS,F,16,course,1,3,1,no,3,4,3,0,8.0,Medium,1.5,Very Bad
850,MS,F,15,home,1,2,0,no,4,2,0,0,9.0,Medium,3.0,Very Bad
851,MS,F,16,course,1,2,0,no,4,2,0,0,14.0,Low,1.5,Neutral
852,MS,M,17,reputation,1,1,0,yes,5,3,4,0,11.0,Medium,5.0,Neutral
853,MS,F,16,home,4,4,0,no,3,1,0,0,12.0,Low,1.0,Very Bad
854,MS,F,16,other,4,3,0,no,4,5,2,0,10.0,Medium,1.0,Very Bad
855,MS,F,15,home,2,2,0,yes,3,2,1,0,11.0,Medium,1.0,Very Bad
856,MS,F,16,other,2,1,0,yes,2,2,0,0,13.0,Low,3.5,Very Bad
857,MS,F,15,course,3,2,0,no,2,2,0,0,14.0,Low,1.5,Very Bad
858,MS,F,15,other,1,3,0,no,4,5,2,0,12.0,Medium,2.0,Very Bad
859,MS,M,16,other,2,1,0,yes,4,5,6,0,11.0,Low,3.5,Very Bad
860,MS,F,18,course,1,2,1,yes,4,5,9,0,8.0,Medium,2.5,Neutral
861,MS,M,15,home,2,1,0,no,2,4,0,0,10.0,Medium,2.0,Very Bad
862,MS,F,16,course,3,2,0,yes,3,2,1,0,14.0,Medium,1.0,Neutral
863,MS,M,15,reputation,3,1,0,no,3,4,1,0,13.0,Medium,1.5,Very Bad
864,MS,M,16,course,1,2,0,yes,3,3,0,0,13.0,Medium,1.0,Very Bad
865,MS,F,15,reputation,1,2,0,no,5,1,4,0,12.0,Medium,1.0,Neutral
866,MS,F,16,course,2,2,1,yes,4,5,2,0,12.0,Low,2.5,Neutral
867,MS,F,16,home,3,1,0,yes,3,4,0,0,15.0,Medium,1.0,Very Bad
868,MS,M,16,course,2,1,0,yes,4,4,4,0,9.0,High,2.5,Very Bad
869,MS,M,15,reputation,3,1,0,yes,2,3,2,0,11.0,Medium,4.0,Neutral
870,MS,F,15,course,2,3,0,yes,3,4,0,0,13.0,Medium,1.0,Very Bad
871,MS,F,16,home,1,1,0,no,4,5,2,0,9.0,Medium,1.0,Neutral
872,MS,M,15,course,2,1,0,yes,3,3,11,0,11.0,Medium,3.0,Very Bad
873,MS,F,16,course,2,2,3,no,4,1,0,0,7.0,Medium,1.0,Very Bad
874,MS,F,17,course,1,1,0,yes,5,5,4,0,9.0,Low,1.0,Very Bad
875,MS,F,19,course,1,1,1,no,4,2,0,0,9.0,Medium,1.0,Neutral
876,MS,F,17,course,3,1,0,yes,5,3,2,0,10.0,Low,1.0,Neutral
877,MS,F,15,course,2,1,0,no,2,4,0,0,9.0,Low,2.0,Very Bad
878,MS,F,16,course,3,2,0,no,4,1,1,0,10.0,Low,1.5,Neutral
879,MS,F,16,home,1,1,0,no,3,1,6,0,7.0,Low,1.5,Neutral
880,MS,F,17,course,2,2,0,no,3,4,0,0,11.0,Medium,1.5,Neutral
881,MS,F,16,course,1,1,1,yes,4,3,1,0,10.0,Medium,2.5,Very Bad
882,MS,F,18,course,2,3,2,no,3,2,6,0,9.0,Low,1.0,Very Bad
883,MS,F,19,course,1,3,1,yes,3,3,6,0,8.0,Low,1.0,Very Bad
884,MS,M,18,home,2,1,1,yes,4,4,0,0,9.0,Low,3.5,Very Bad
885,MS,F,18,course,2,1,1,no,2,2,4,0,10.0,Low,1.0,Very Bad
886,MS,F,19,course,2,2,1,no,1,1,12,0,8.0,Medium,2.5,Very Bad
887,MS,F,16,course,1,2,0,no,3,3,2,0,9.0,Low,1.0,Very Bad
888,MS,F,17,course,2,1,0,yes,4,5,5,0,9.0,Low,4.0,Very Bad
889,MS,F,16,course,1,2,0,yes,4,3,0,0,9.0,Low,2.0,Neutral
890,MS,F,16,reputation,1,1,0,yes,5,4,0,0,13.0,Low,1.0,Neutral
891,MS,F,16,home,1,1,0,yes,4,4,2,0,14.0,High,2.0,Neutral
892,MS,M,17,course,2,4,1,yes,4,5,0,0,10.0,Medium,3.5,Neutral
893,MS,F,16,course,1,2,0,yes,3,1,0,0,14.0,Medium,1.0,Very Bad
894,MS,F,16,course,1,1,0,yes,2,5,0,0,16.0,Medium,1.5,Neutral
895,MS,M,17,course,1,1,1,yes,3,1,12,0,7.0,Medium,5.0,Excellent
896,MS,M,16,course,1,1,0,yes,2,5,8,0,13.0,Medium,3.0,Neutral
897,MS,M,17,other,3,4,1,no,3,3,2,0,9.0,Medium,4.0,Neutral
898,MS,F,16,course,1,4,0,yes,2,5,0,0,14.0,High,1.0,Very Bad
899,MS,F,19,home,1,3,0,no,4,1,0,0,13.0,Medium,1.0,Excellent
900,MS,F,17,reputation,2,1,0,yes,4,5,0,0,11.0,Low,1.5,Neutral
901,MS,F,20,other,2,2,1,yes,3,3,8,0,10.0,Medium,3.0,Neutral
902,MS,F,17,course,1,3,0,no,3,3,0,0,11.0,Medium,1.0,Very Bad
903,MS,M,17,course,3,1,1,no,4,5,0,0,9.0,Low,1.5,Neutral
904,MS,F,16,course,3,2,0,no,3,1,0,0,17.0,Medium,1.0,Very Bad
905,MS,F,17,reputation,2,2,0,yes,3,1,0,0,16.0,Low,1.0,Very Bad
906,MS,F,17,other,2,2,0,no,4,4,1,0,10.0,Low,1.0,Neutral
907,MS,F,18,other,1,2,1,no,3,5,9,0,7.0,Medium,1.0,Very Bad
908,MS,F,16,course,1,1,0,yes,1,1,0,0,7.0,Medium,2.0,Very Bad
909,MS,F,16,course,1,1,0,no,1,3,2,0,7.0,Medium,2.5,Very Bad
910,MS,F,18,reputation,2,2,0,no,3,3,8,0,9.0,Medium,2.5,Neutral
911,MS,F,16,reputation,1,2,0,yes,3,2,0,0,15.0,Medium,2.5,Very Bad
912,MS,F,16,reputation,2,1,0,yes,4,2,0,0,14.0,Medium,2.5,Neutral
913,MS,F,18,reputation,1,2,1,no,3,1,8,0,7.0,Medium,2.0,Very Bad
914,MS,M,16,reputation,2,2,0,yes,2,2,0,0,4.0,Medium,1.0,Very Bad
915,MS,F,16,other,3,2,0,no,3,5,6,0,7.0,Medium,2.0,Very Bad
916,MS,F,16,other,2,2,0,yes,3,2,0,0,9.0,Medium,1.0,Very Bad
917,MS,F,16,course,1,2,0,no,3,3,4,0,8.0,High,1.5,Neutral
918,MS,M,18,home,1,4,0,yes,5,5,2,0,6.0,Medium,5.0,Excellent
919,MS,F,16,other,3,2,0,no,2,2,2,0,8.0,Low,1.0,Very Bad
920,MS,M,17,home,1,3,0,no,4,5,0,0,15.0,High,1.5,Very Bad
921,MS,F,17,other,1,1,0,no,2,5,1,0,14.0,Low,1.5,Very Bad
922,MS,M,16,other,4,3,0,no,1,3,0,0,10.0,Medium,2.0,Very Bad
923,MS,F,17,other,1,1,0,no,1,5,5,0,9.0,Medium,1.5,Very Bad
924,MS,F,16,other,2,1,0,no,1,5,1,0,11.0,High,1.5,Very Bad
925,MS,M,17,home,1,1,0,yes,1,3,8,0,9.0,High,5.0,Neutral
926,MS,M,17,other,3,2,0,no,1,1,0,0,10.0,Medium,3.0,Neutral
